STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DE,Germany,2022,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DE,Germany,2023,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DE,Germany,2024,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,1995,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,1996,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,1997,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,1998,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,1999,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2000,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2001,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2002,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2003,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2004,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2005,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2006,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2007,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2008,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2009,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2010,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2011,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2012,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2013,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2014,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2015,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2016,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2017,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2018,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2019,,2.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2020,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2021,,2.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2022,,2.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2023,,2.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,DK,Denmark,2024,,2.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,1995,,4.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,1996,,3.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,1997,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,1998,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,1999,,2.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2000,,2.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2001,,2.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2002,,2.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2003,,2.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2004,,2.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2005,,2.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2006,,2.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2007,,2.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2008,,2.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2009,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2010,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2011,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2012,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2013,,3.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2014,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2015,,3.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2016,,3.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2017,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2018,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2019,,3.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2020,,3.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2021,,3.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2022,,3.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2023,,3.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EE,Estonia,2024,,3.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,1995,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,1996,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,1997,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,1998,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,1999,,2.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2000,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2001,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2002,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2003,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2004,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2005,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2006,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2007,,3.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2008,,3.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2009,,3.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2010,,3.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2011,,3.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2012,,4.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2013,,4.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2014,,3.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2015,,3.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2016,,3.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2017,,3.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2018,,3.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2019,,3.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2020,,3.9,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2021,,3.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2022,,3.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2023,,3.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,EL,Greece,2024,,3.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,1995,,2.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,1996,,2.2,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,1997,,2.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,1998,,2.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,1999,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2000,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2001,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2002,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2003,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2004,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2005,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2006,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2007,,2.0,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2008,,2.1,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2009,,2.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2010,,2.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2011,,2.6,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2012,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2013,,2.8,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2014,,2.7,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2015,,2.5,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2016,,2.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2017,,2.4,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2018,,2.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2019,,2.3,,,,,
dataflow,ESTAT:GOV_10A_MAIN(1.0),"Government revenue, expenditure and main aggregates",A,Annual,PC_GDP,Percentage of gross domestic product (GDP),S13,General government,P51C,Consumption of fixed capital,ES,Spain,2020,,2.6,,,,,
